cost_case,level,geography,ownership,sigma,theta,split,ell,dlnc,dlnc_A,dlnc_B,pass_through_pi,land_rent_pass,e_d,other_renters_extra_rent_demand_only_bn,other_renters_extra_rent_with_supply_bn,offset_to_other_renters_bn,offset_share_of_demand_only,offset_land_rent_part_bn,offset_structure_part_bn,land_rent_transfer_other_renters_with_supply_bn,group_renters_extra_rent_demand_only_bn,group_renters_extra_rent_with_supply_bn,other_owner_value_gain_demand_only_tn,other_owner_value_gain_with_supply_tn,owner_value_offset_tn,owner_value_offset_land_part_tn,net_frame_demand_only_bn,net_frame_with_supply_bn,net_welfare_demand_only_bn,net_welfare_with_supply_bn,offset_per_other_renter_household,offset_per_other_resident,offset_per_group_member,stock_with_over_without_demand_only,stock_with_over_without_with_supply,rent_with_over_without_demand_only,rent_with_over_without_with_supply,breakeven_dlnc_for_zero_rent_effect
A_low,low,national_uniform,low,2.5,0.3672464380947375,hs_or_less,0.47238738375413475,-0.005316142111888135,-0.005316142111888135,0.0,0.75,0.0,0.25,21.592985738717044,18.94244249231283,2.650543246404215,0.12275019668316135,0.0,2.650543246404215,21.592985738717044,2.627948160265759,2.305367006719985,1.2323383897849458,1.0810686100586333,0.15126977972631245,0.0,2.1899128023803933,2.1899128023803933,0.8909483184140649,0.8909483184140649,67.97645353570952,8.858340783021955,64.81088724948489,1.100851184509372,1.10524915728192,1.0325463076696604,1.0284376317954405,-0.04270385985409624
A_low,low,national_uniform,central,2.5,0.3672464380947375,hs_or_less,0.47238738375413475,-0.005316142111888135,-0.005316142111888135,0.0,0.75,0.0,0.25,21.592985738717044,18.94244249231283,2.650543246404215,0.12275019668316135,0.0,2.650543246404215,21.592985738717044,2.627948160265759,2.305367006719985,1.2323383897849458,1.0810686100586333,0.15126977972631245,0.0,1.7013770289933883,1.7013770289933883,0.4531429154183446,0.4531429154183446,67.97645353570952,8.858340783021955,64.81088724948489,1.100851184509372,1.10524915728192,1.0325463076696604,1.0284376317954405,-0.04270385985409624
A_low,low,national_uniform,high,2.5,0.3672464380947375,hs_or_less,0.47238738375413475,-0.005316142111888135,-0.005316142111888135,0.0,0.75,0.0,0.25,21.592985738717044,18.94244249231283,2.650543246404215,0.12275019668316135,0.0,2.650543246404215,21.592985738717044,2.627948160265759,2.305367006719985,1.2323383897849458,1.0810686100586333,0.15126977972631245,0.0,0.9907357551081879,0.9907357551081879,-0.17072272490281534,-0.17072272490281534,67.97645353570952,8.858340783021955,64.81088724948489,1.100851184509372,1.10524915728192,1.0325463076696604,1.0284376317954405,-0.04270385985409624
A_low,low,metro_local,low,2.5,0.3672464380947375,hs_or_less,0.47238738375413475,-0.005316142111888135,-0.005316142111888135,0.0,0.75,0.0,0.25,22.146225995032054,19.53963287887633,2.606593116155725,0.11769920151363254,0.0,2.606593116155725,22.146225995032054,7.161082076241696,6.552700837778595,1.2638331911911675,1.1187335674855499,0.14509962370561766,0.0,6.591247018267626,6.591247018267626,2.824635128593071,2.824635128593071,66.84929819094091,8.711455712677415,63.73622191814221,,,,,
A_low,low,metro_local,central,2.5,0.3672464380947375,hs_or_less,0.47238738375413475,-0.005316142111888135,-0.005316142111888135,0.0,0.75,0.0,0.25,22.146225995032054,19.53963287887633,2.606593116155725,0.11769920151363254,0.0,2.606593116155725,22.146225995032054,7.161082076241696,6.552700837778595,1.2638331911911675,1.1187335674855499,0.14509962370561766,0.0,5.920493831459865,5.920493831459865,2.3009849755033294,2.3009849755033294,66.84929819094091,8.711455712677415,63.73622191814221,,,,,
A_low,low,metro_local,high,2.5,0.3672464380947375,hs_or_less,0.47238738375413475,-0.005316142111888135,-0.005316142111888135,0.0,0.75,0.0,0.25,22.146225995032054,19.53963287887633,2.606593116155725,0.11769920151363254,0.0,2.606593116155725,22.146225995032054,7.161082076241696,6.552700837778595,1.2638331911911675,1.1187335674855499,0.14509962370561766,0.0,4.901367846628352,4.901367846628352,1.5334826009789564,1.5334826009789564,66.84929819094091,8.711455712677415,63.73622191814221,,,,,
A_low,central,national_uniform,low,2.5,0.3672464380947375,hs_or_less,0.47238738375413475,-0.005316142111888135,-0.005316142111888135,0.0,0.7262569832402235,0.07625698324022347,0.39106145251396646,33.47498223794534,30.954473963732354,2.520508274212986,0.07529528339393354,0.26419634744195974,2.2563119267710263,33.21078589050338,4.074032144123679,3.7672767392758915,1.9104586187551595,1.7666100956436066,0.14384852311155283,0.015078012153266854,3.394958578187269,3.3681643696138845,1.387180018841609,1.3760990720379866,64.64154615128334,8.423752855077984,61.631281735555305,1.097507752025312,1.1004779099287076,1.051375703461604,1.0473242884860043,-0.06898315822584777
A_low,central,national_uniform,central,2.5,0.3672464380947375,hs_or_less,0.47238738375413475,-0.005316142111888135,-0.005316142111888135,0.0,0.7262569832402235,0.07625698324022347,0.39106145251396646,33.47498223794534,30.954473963732354,2.520508274212986,0.07529528339393354,0.26419634744195974,2.2563119267710263,33.21078589050338,4.074032144123679,3.7672767392758915,1.9104586187551595,1.7666100956436066,0.14384852311155283,0.015078012153266854,2.637595676427553,2.616778842566743,0.7082298460183115,0.7025126008057311,64.64154615128334,8.423752855077984,61.631281735555305,1.097507752025312,1.1004779099287076,1.051375703461604,1.0473242884860043,-0.06898315822584777
A_low,central,national_uniform,high,2.5,0.3672464380947375,hs_or_less,0.47238738375413475,-0.005316142111888135,-0.005316142111888135,0.0,0.7262569832402235,0.07625698324022347,0.39106145251396646,33.47498223794534,30.954473963732354,2.520508274212986,0.07529528339393354,0.26419634744195974,2.2563119267710263,33.21078589050338,4.074032144123679,3.7672767392758915,1.9104586187551595,1.7666100956436066,0.14384852311155283,0.015078012153266854,1.5359090311108803,1.5237870961942828,-0.25932976295975063,-0.25740181325179196,64.64154615128334,8.423752855077984,61.631281735555305,1.097507752025312,1.1004779099287076,1.051375703461604,1.0473242884860043,-0.06898315822584777
A_low,central,metro_local,low,2.5,0.3672464380947375,hs_or_less,0.47238738375413475,-0.005316142111888135,-0.005316142111888135,0.0,0.7262569832402235,0.07625698324022347,0.39106145251396646,33.8564015662745,31.42342623614632,2.43297533012818,0.07186160423356239,0.2546415152280872,2.1783338149000926,33.60176005104641,10.722129236298855,10.169527230209912,1.9315696299857126,1.7961856176208588,0.13538401236485356,0.014169995405155759,9.857072920292119,9.805183086893225,4.307711938858435,4.284248046463645,62.396655744572634,8.131210317054379,59.49093266658914,,,,,
